"ZIP code",Size of adjusted gross income,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI)
75114,"$50,000 under $75,000",367,212,203,961,383,22774
75114,"$75,000 under $100,000",257,223,148,749,269,22250
75114,"$100,000 under $200,000",295,271,190,882,316,38241
75114,"$200,000 or more",29,27,**,85,29,12832
75115,,"23,654","6,417","12,062","47,354","18,385","1,116,910"
75115,"$1 under $25,000",9043,810,4617,14744,5965,117151
75115,"$25,000 under $50,000",6761,1162,3331,13796,5894,244310
75115,"$50,000 under $75,000",3566,1234,1852,7570,2776,218019
75115,"$75,000 under $100,000",1911,1236,990,4783,1637,165545
75115,"$100,000 under $200,000",2074,1722,1064,5662,1866,272124
75115,"$200,000 or more",299,253,208,799,247,99761
75116,,"8,711","2,943","4,730","19,652","8,399","338,132"
75116,"$1 under $25,000",3839,584,2129,7172,3142,51766
75116,"$25,000 under $50,000",2754,900,1476,6993,3345,98334
75116,"$50,000 under $75,000",1100,626,605,2832,1107,67048
75116,"$75,000 under $100,000",522,413,271,1389,455,45098
75116,"$100,000 under $200,000",433,366,212,1113,314,54462
75116,"$200,000 or more",63,54,37,153,36,21424
75117,,"1,640",809,988,"3,507","1,159","72,583"
75117,"$1 under $25,000",725,185,408,1170,360,8480
75117,"$25,000 under $50,000",359,169,223,811,284,13117
75117,"$50,000 under $75,000",252,182,154,644,210,15618
75117,"$75,000 under $100,000",142,127,92,425,156,12225
75117,"$100,000 under $200,000",162,146,111,457,149,23143
75117,"$200,000 or more",**,**,**,**,**,**
75119,,"10,567","4,169","6,067","24,332","10,175","457,588"
75119,"$1 under $25,000",4624,771,2536,8495,3673,60524
75119,"$25,000 under $50,000",3005,1133,1697,7732,3600,106471
75119,"$50,000 under $75,000",1325,860,792,3475,1290,81459
75119,"$75,000 under $100,000",750,625,496,2197,822,64732
75119,"$100,000 under $200,000",727,660,435,2060,673,94290
75119,"$200,000 or more",136,120,111,373,117,50112
75124,,"1,809",870,"1,080","3,840","1,245","74,332"
75124,"$1 under $25,000",866,234,490,1517,500,11072
75124,"$25,000 under $50,000",417,208,252,954,330,15301
75124,"$50,000 under $75,000",267,195,184,693,231,16553
75124,"$75,000 under $100,000",131,110,75,333,92,11183
75124,"$100,000 under $200,000",128,123,79,343,92,20223
75124,"$200,000 or more",**,**,**,**,**,**
75125,,"2,829","1,047","1,603","6,662","2,916","102,891"
75125,"$1 under $25,000",1334,263,755,2670,1204,17739
75125,"$25,000 under $50,000",858,300,498,2217,1059,30440
75125,"$50,000 under $75,000",352,234,193,945,358,21581
75125,"$75,000 under $100,000",144,123,78,412,145,12309
75125,"$100,000 under $200,000",141,127,79,418,150,20822
75125,"$200,000 or more",**,**,**,**,**,**
75126,,"15,311","7,598","7,179","36,382","14,366","962,565"
75126,"$1 under $25,000",4076,555,1813,5709,1958,49002
75126,"$25,000 under $50,000",3556,1127,1675,8067,3392,132681
75126,"$50,000 under $75,000",2758,1575,1262,7282,2954,170869
75126,"$75,000 under $100,000",2201,1829,1001,6697,2666,191702
75126,"$100,000 under $200,000",2445,2266,1231,7801,3091,315415
75126,"$200,000 or more",275,246,197,826,305,102896
75127,,652,319,429,"1,408",474,"23,689"
75127,"$1 under $25,000",322,94,211,575,196,3734
75127,"$25,000 under $50,000",152,83,100,360,125,5431
75127,"$50,000 under $75,000",92,66,61,231,73,5699
75127,"$75,000 under $100,000",54,48,33,152,50,4694
75127,"$100,000 under $200,000",32,28,24,90,30,4131
75127,"$200,000 or more",**,**,**,**,**,**
75134,,"8,544","1,598","4,552","18,158","8,347","285,782"
75134,"$1 under $25,000",3926,312,2155,7478,3566,53124
75134,"$25,000 under $50,000",2892,469,1506,6400,3042,104253
75134,"$50,000 under $75,000",1102,356,563,2507,1049,66482
75134,"$75,000 under $100,000",407,289,221,1135,441,34778
75134,"$100,000 under $200,000",217,172,107,638,249,27145
75134,"$200,000 or more",**,**,**,**,**,**
75135,,"2,559","1,340","1,301","5,891","2,148","131,842"
75135,"$1 under $25,000",927,220,446,1474,480,11623
75135,"$25,000 under $50,000",614,276,330,1442,555,22415
75135,"$50,000 under $75,000",417,297,213,1135,421,25582
75135,"$75,000 under $100,000",315,280,152,978,383,27116
75135,"$100,000 under $200,000",257,242,160,785,286,33194
75135,"$200,000 or more",29,25,**,77,23,11912
75137,,"8,966","3,045","4,601","18,732","7,174","442,778"
75137,"$1 under $25,000",3476,451,1778,5846,2360,45501
75137,"$25,000 under $50,000",2618,680,1351,5906,2618,94979
75137,"$50,000 under $75,000",1249,592,633,2886,1046,76110
75137,"$75,000 under $100,000",689,508,361,1714,518,59532
75137,"$100,000 under $200,000",784,677,379,1986,525,103340
75137,"$200,000 or more",150,137,99,394,107,63316
75140,,"2,690","1,316","1,759","6,006","2,123","112,458"
75140,"$1 under $25,000",1215,336,769,2222,794,14821
75140,"$25,000 under $50,000",635,300,418,1503,568,23112
75140,"$50,000 under $75,000",411,296,278,1072,365,25061
75140,"$75,000 under $100,000",215,191,148,620,214,18253
75140,"$100,000 under $200,000",191,173,126,540,182,24171
75140,"$200,000 or more",23,20,20,49,**,7040
75141,,"1,463",402,830,"3,255","1,428","46,599"
75141,"$1 under $25,000",704,105,408,1364,589,9342
75141,"$25,000 under $50,000",510,157,275,1292,626,18023
75141,"$50,000 under $75,000",151,69,85,359,141,9288
75141,"$75,000 under $100,000",65,47,62,167,72,5480
75141,"$100,000 under $200,000",33,24,**,73,**,4466
75141,"$200,000 or more",**,**,**,**,**,**
75142,,"7,901","3,442","4,442","17,854","6,915","394,698"
75142,"$1 under $25,000",3256,610,1741,5796,2334,41393
75142,"$25,000 under $50,000",2167,860,1172,5168,2141,78721
75142,"$50,000 under $75,000",1103,761,653,2974,1110,67311
75142,"$75,000 under $100,000",640,543,400,1790,607,55538
75142,"$100,000 under $200,000",640,590,400,1861,631,81907
75142,"$200,000 or more",95,78,76,265,92,69828
75143,,"5,623","2,592","3,249","11,864","3,873","231,582"
75143,"$1 under $25,000",2592,633,1440,4485,1482,31449
75143,"$25,000 under $50,000",1452,710,839,3373,1211,52223
75143,"$50,000 under $75,000",750,529,454,1850,571,45825
75143,"$75,000 under $100,000",404,346,239,1056,308,34838
75143,"$100,000 under $200,000",362,317,223,951,272,46812
75143,"$200,000 or more",63,57,54,149,29,20435
75144,,"1,287",561,792,"2,744",946,"53,093"
75144,"$1 under $25,000",604,134,346,1100,412,7844
75144,"$25,000 under $50,000",319,131,195,725,275,11303
75144,"$50,000 under $75,000",167,114,109,417,136,10290
75144,"$75,000 under $100,000",98,91,70,260,71,8529
75144,"$100,000 under $200,000",99,91,72,242,52,15127
75144,"$200,000 or more",**,**,**,**,**,**
75146,,"8,987","2,118","4,705","18,622","7,879","349,732"
75146,"$1 under $25,000",3798,350,2024,6784,2986,51021
75146,"$25,000 under $50,000",2885,543,1440,6323,2904,104020
75146,"$50,000 under $75,000",1295,473,686,2874,1109,78434
75146,"$75,000 under $100,000",550,372,283,1427,505,47349
75146,"$100,000 under $200,000",418,350,241,1125,375,52481
75146,"$200,000 or more",41,30,31,89,**,16427
75147,,"3,044","1,423","1,870","6,488","2,157","131,660"
75147,"$1 under $25,000",1354,325,798,2355,810,16585
75147,"$25,000 under $50,000",777,357,462,1727,594,27801
75147,"$50,000 under $75,000",431,321,287,1102,351,26504
75147,"$75,000 under $100,000",239,200,147,654,215,20587
75147,"$100,000 under $200,000",212,193,148,575,187,27312
75147,"$200,000 or more",31,27,28,75,**,12871
75148,,"2,304",970,"1,349","4,866","1,680","93,524"
75148,"$1 under $25,000",1157,265,644,2095,760,14787
75148,"$25,000 under $50,000",558,248,332,1275,470,19857
75148,"$50,000 under $75,000",266,183,164,688,239,16410
75148,"$75,000 under $100,000",154,127,94,404,123,13372
75148,"$100,000 under $200,000",139,123,90,336,88,17886
75148,"$200,000 or more",30,24,25,68,**,11212
75149,,"24,190","7,629","12,602","53,463","22,859","891,286"
75149,"$1 under $25,000",11311,1492,6040,20852,9243,148458
75149,"$25,000 under $50,000",7122,2207,3620,17340,8025,255098
75149,"$50,000 under $75,000",3049,1680,1539,7682,2958,184998
75149,"$75,000 under $100,000",1499,1172,765,4216,1545,129028
75149,"$100,000 under $200,000",1107,987,569,3099,1006,138075
75149,"$200,000 or more",102,91,69,274,82,35629
75150,,"26,786","7,986","13,778","56,307","22,830","1,003,148"
75150,"$1 under $25,000",11865,1634,6282,20822,8605,158016
75150,"$25,000 under $50,000",8534,2293,4341,19623,8805,306176
75150,"$50,000 under $75,000",3368,1712,1682,8094,3015,203980
75150,"$75,000 under $100,000",1631,1183,798,4151,1340,140983
75150,"$100,000 under $200,000",1286,1078,609,3350,986,163152
75150,"$200,000 or more",102,86,66,267,79,30841
75152,,"1,992",877,"1,038","4,498","1,749","94,574"
75152,"$1 under $25,000",767,135,368,1301,518,9690
75152,"$25,000 under $50,000",543,202,294,1336,592,19560
75152,"$50,000 under $75,000",301,194,162,789,294,18713
75152,"$75,000 under $100,000",182,160,99,519,177,15804
75152,"$100,000 under $200,000",174,164,115,491,168,22515
75152,"$200,000 or more",25,22,**,62,**,8292
75153,,281,131,167,653,255,"9,735"
75153,"$1 under $25,000",132,41,80,264,105,1716
75153,"$25,000 under $50,000",85,38,48,229,106,3000
75153,"$50,000 under $75,000",64,52,39,160,44,5019
75153,"$75,000 under $100,000",**,**,**,**,**,**
75153,"$100,000 under $200,000",**,**,**,**,**,**
75153,"$200,000 or more",**,**,**,**,**,**
75154,,"16,587","6,681","8,083","36,114","13,962","858,771"
75154,"$1 under $25,000",6034,826,2852,9297,3541,74276
75154,"$25,000 under $50,000",4325,1264,2149,9586,4004,158412
75154,"$50,000 under $75,000",2561,1394,1282,6454,2499,157723
75154,"$75,000 under $100,000",1581,1281,719,4536,1675,137098
75154,"$100,000 under $200,000",1847,1697,923,5551,2011,240252
75154,"$200,000 or more",239,219,158,690,232,91010
75155,,"1,002",417,602,"2,521","1,149","34,215"
75155,"$1 under $25,000",487,105,291,1038,493,6301
75155,"$25,000 under $50,000",302,148,186,881,431,10728
75155,"$50,000 under $75,000",125,86,66,356,145,7694
75155,"$75,000 under $100,000",45,38,28,127,44,3852
75155,"$100,000 under $200,000",43,40,31,119,36,5640
75155,"$200,000 or more",**,**,**,**,**,**
75156,,"5,350","2,368","3,077","11,134","3,600","231,381"
75156,"$1 under $25,000",2663,691,1505,4886,1713,33101
75156,"$25,000 under $50,000",1233,588,708,2821,1003,43652
75156,"$50,000 under $75,000",663,455,386,1570,452,40148
75156,"$75,000 under $100,000",384,297,221,904,223,33019
75156,"$100,000 under $200,000",319,258,191,739,162,42587
75156,"$200,000 or more",88,79,66,214,47,38874
75158,,"1,848",961,"1,058","4,198","1,477","95,407"
75158,"$1 under $25,000",647,149,344,1065,357,7918
75158,"$25,000 under $50,000",473,208,277,1099,418,17386
75158,"$50,000 under $75,000",319,231,177,859,309,19850
75158,"$75,000 under $100,000",201,179,129,582,202,17309
75158,"$100,000 under $200,000",184,170,110,512,158,24001
75158,"$200,000 or more",24,24,21,81,33,8943
75159,,"6,836","2,538","4,087","15,687","6,589","268,532"
75159,"$1 under $25,000",3013,522,1809,5714,2453,40366
75159,"$25,000 under $50,000",2108,753,1243,5328,2469,75641
75159,"$50,000 under $75,000",884,551,523,2323,888,53978
75159,"$75,000 under $100,000",445,360,258,1231,426,38206
75159,"$100,000 under $200,000",345,312,225,978,321,44343
75159,"$200,000 or more",41,40,29,113,32,15998
75160,,"10,234","3,834","5,678","22,372","8,764","456,500"
75160,"$1 under $25,000",4713,767,2564,8660,3633,61850
75160,"$25,000 under $50,000",2703,939,1479,6417,2781,95773
75160,"$50,000 under $75,000",1227,767,670,3049,1056,75257
75160,"$75,000 under $100,000",679,546,386,1805,580,58560
75160,"$100,000 under $200,000",748,673,448,2024,603,99944
75160,"$200,000 or more",164,142,131,417,111,65116
75161,,"2,493","1,107","1,390","5,224","1,751","109,295"
75161,"$1 under $25,000",1045,208,556,1724,599,12963
75161,"$25,000 under $50,000",667,282,360,1502,552,24120
75161,"$50,000 under $75,000",379,264,215,927,284,23162
75161,"$75,000 under $100,000",186,162,110,493,145,15916
75161,"$100,000 under $200,000",191,191,128,511,148,24028
75161,"$200,000 or more",25,**,21,67,23,9106
75163,,965,452,553,"1,873",486,"46,792"
75163,"$1 under $25,000",412,101,228,699,216,5332
75163,"$25,000 under $50,000",251,116,130,512,145,9072
75163,"$50,000 under $75,000",108,72,72,227,47,6568
75163,"$75,000 under $100,000",73,58,42,169,38,6338
75163,"$100,000 under $200,000",100,105,81,225,40,13312
75163,"$200,000 or more",21,**,**,41,**,6170
75165,,"16,465","6,867","7,991","35,638","13,259","812,854"
75165,"$1 under $25,000",6452,928,2952,10470,4031,80091
75165,"$25,000 under $50,000",4369,1540,2149,9812,3914,157907
75165,"$50,000 under $75,000",2388,1526,1201,6070,2157,147237
75165,"$75,000 under $100,000",1444,1215,692,4049,1390,124756
75165,"$100,000 under $200,000",1535,1399,808,4390,1456,199656
75165,"$200,000 or more",277,259,189,847,311,103207
75166,,"1,588",891,662,"3,664","1,280","107,366"
75166,"$1 under $25,000",388,64,169,487,130,4698
75166,"$25,000 under $50,000",299,111,118,627,217,11338
75166,"$50,000 under $75,000",318,188,133,781,275,20035
75166,"$75,000 under $100,000",242,208,97,726,276,21146
75166,"$100,000 under $200,000",303,284,119,930,343,39929
75166,"$200,000 or more",38,36,26,113,39,10220
75167,,"3,372","1,810","1,678","7,938","2,989","217,653"
75167,"$1 under $25,000",1070,188,486,1584,559,12456
75167,"$25,000 under $50,000",712,276,361,1640,652,25959
75167,"$50,000 under $75,000",494,345,264,1296,457,30804
75167,"$75,000 under $100,000",437,375,206,1288,476,37814
75167,"$100,000 under $200,000",560,533,292,1801,708,73803
75167,"$200,000 or more",99,93,69,329,137,36817
75169,,"5,974","2,605","3,425","12,620","4,320","248,044"
75169,"$1 under $25,000",2770,626,1501,4836,1716,34367
75169,"$25,000 under $50,000",1499,660,859,3317,1160,54196
75169,"$50,000 under $75,000",779,509,469,1911,625,48030
75169,"$75,000 under $100,000",472,400,282,1271,398,40491
75169,"$100,000 under $200,000",402,367,268,1157,388,50190
75169,"$200,000 or more",52,43,46,128,33,20770
75172,,"1,557",419,965,"3,776","1,836","43,676"
75172,"$1 under $25,000",838,152,511,1827,871,11934
75172,"$25,000 under $50,000",542,166,347,1478,772,19461
75172,"$50,000 under $75,000",131,65,78,351,155,7686
75172,"$75,000 under $100,000",46,36,29,120,38,4595
75172,"$100,000 under $200,000",**,**,**,**,**,**
75172,"$200,000 or more",0,0,0,0,0,0
75173,,"1,793",858,720,"3,944","1,410","91,460"
75173,"$1 under $25,000",656,120,245,989,325,8133
75173,"$25,000 under $50,000",456,174,190,1001,376,16604
75173,"$50,000 under $75,000",246,169,101,662,247,15052
75173,"$75,000 under $100,000",194,175,73,588,219,16640
75173,"$100,000 under $200,000",220,199,111,637,218,27848
75173,"$200,000 or more",21,21,**,67,25,7183
75180,,"9,320","2,716","5,354","22,845","11,156","277,763"
75180,"$1 under $25,000",5006,810,2866,10733,5263,68327
75180,"$25,000 under $50,000",2939,1007,1702,8124,4178,103282
75180,"$50,000 under $75,000",873,492,505,2508,1143,52766
75180,"$75,000 under $100,000",324,258,171,967,385,27636
75180,"$100,000 under $200,000",178,149,110,513,187,25752
75180,"$200,000 or more",**,**,**,**,**,**
75181,,"11,290","4,369","5,407","25,410","10,628","582,255"
75181,"$1 under $25,000",3944,433,1859,5818,2301,48284
75181,"$25,000 under $50,000",2766,739,1386,6513,3023,101288
75181,"$50,000 under $75,000",1841,890,887,4741,2012,113668
75181,"$75,000 under $100,000",1269,975,598,3713,1469,109686
75181,"$100,000 under $200,000",1369,1239,614,4299,1691,174999
75181,"$200,000 or more",101,93,63,326,132,34330
75182,,"2,419","1,421","1,366","5,688","2,065","260,590"
75182,"$1 under $25,000",651,95,312,749,216,6743
75182,"$25,000 under $50,000",367,153,198,731,213,13507
75182,"$50,000 under $75,000",238,144,135,585,203,14848
75182,"$75,000 under $100,000",257,198,167,697,244,22389
75182,"$100,000 under $200,000",613,562,356,1995,820,85701
75182,"$200,000 or more",293,269,198,931,369,117402
75189,,"9,382","4,630","4,620","21,890","8,443","515,110"
75189,"$1 under $25,000",3169,568,1538,5008,1825,39620
75189,"$25,000 under $50,000",2200,870,1146,5183,2122,80696
75189,"$50,000 under $75,000",1562,1013,767,4280,1706,96193
75189,"$75,000 under $100,000",1113,945,503,3375,1317,96207
75189,"$100,000 under $200,000",1193,1105,559,3640,1342,154779
75189,"$200,000 or more",145,129,107,404,131,47615
75201,,"7,746","1,061","3,220","9,661","1,257","1,489,324"
75201,"$1 under $25,000",2177,42,674,2230,354,30202
75201,"$25,000 under $50,000",1974,110,648,2230,185,74832
75201,"$50,000 under $75,000",1262,105,462,1473,119,77655
75201,"$75,000 under $100,000",593,81,261,719,53,51153
75201,"$100,000 under $200,000",891,274,487,1301,134,123657
75201,"$200,000 or more",849,449,688,1708,412,1131825
75202,,"1,903",218,694,"2,305",266,"150,276"
75202,"$1 under $25,000",463,26,148,486,56,6636
75202,"$25,000 under $50,000",555,**,161,617,62,21262
75202,"$50,000 under $75,000",363,40,137,431,42,22510
75202,"$75,000 under $100,000",224,51,90,291,23,19390
75202,"$100,000 under $200,000",201,63,88,303,40,27194
75202,"$200,000 or more",97,38,70,177,43,53284
75203,,"6,119","1,174","3,656","14,108","7,014","169,557"
75203,"$1 under $25,000",3673,459,2278,8089,4140,50449
75203,"$25,000 under $50,000",1766,461,1006,4581,2367,61124
75203,"$50,000 under $75,000",445,137,254,944,364,26894
75203,"$75,000 under $100,000",131,57,52,258,70,11180
75203,"$100,000 under $200,000",81,60,66,175,48,10296
75203,"$200,000 or more",23,**,**,61,25,9614
75204,,"15,650","2,291","6,793","22,467","5,055","1,302,676"
75204,"$1 under $25,000",4871,374,2337,7446,2651,65705
75204,"$25,000 under $50,000",4224,475,1577,6133,1497,158726
75204,"$50,000 under $75,000",2581,262,928,3132,304,157558
75204,"$75,000 under $100,000",1317,216,513,1672,140,113882
75204,"$100,000 under $200,000",1801,550,841,2586,234,247319
75204,"$200,000 or more",856,414,597,1498,229,559486
75205,,"10,392","3,936","6,402","19,699","6,392","3,472,753"
75205,"$1 under $25,000",2642,137,1338,2312,482,28126
75205,"$25,000 under $50,000",1651,158,730,2254,485,62073
75205,"$50,000 under $75,000",1127,226,609,1718,377,69370
75205,"$75,000 under $100,000",685,248,413,1302,373,59770
75205,"$100,000 under $200,000",1476,864,996,3503,1174,211560
75205,"$200,000 or more",2811,2303,2316,8610,3501,3041854
75206,,"20,039","4,045","8,290","30,262","6,900","1,349,440"
75206,"$1 under $25,000",6422,570,2741,8909,2583,84475
